codigo_favorecido,nome_favorecido,codigo_municipio_siafi
14813407000142,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL FMAS DE TOMBOS,5383
01425266000149,FUNDO MUNICIPAL DE SAUDE,5383
14782622000123,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,5385
13759512000188,FUNDO MUNICIPAL DE SAUDE,5385
14904754000180,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,4115
11084358000166,FUNDO MUNICIPAL DE SAUDE,4115
13686766000113,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DA CRIANCA E DO ADOLESCENTE DE TRES PONTAS,5387
11132325000144,FUNDO MUNICIPAL DE SAUDE DE TRES PONTAS,5387
17993780000110,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE TUMIRITINGA,5389
11955740000106,FUNDO MUNICIPAL DE SAUDE DE TUMIRITINGA,5389
14785896000176,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,5391
14819606000168,FUNDO MUNICIPAL DE SAUDE,5391
15472824000131,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,5393
11288532000192,FUNDO MUNICIPAL DE SAUDE,5393
18155652000160,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE TURVOLANDIA MG,5395
11407892000166,FUNDO MUNICIPAL DE SAUDE,5395
14782469000134,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL-FMAS,5397
15582382000186,FUNDO MUNICIPAL DE SAUDE DE UBA,5397
14904865000197,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,5399
11852956000138,FUNDO MUNICIPAL DE SAUDE DE UBAI,5399
14314257000122,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,2671
17654276000196,FUNDO MUNICIPAL DE SAUDE DE UBAPORANGA,2671
13037057000107,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS,5401
13809927000119,FUNDO MUNICIPAL DE SAUDE DE UBERABA,5401
13996261000155,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,5403
13996274000124,FUNDO MUNICIPAL DE SAUDE,5403
14786398000148,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE UMBURATIBA,5405
11415909000127,FUNDO MUNICIPAL DE SAUDE DE UMBURATIBA,5405
14781238000106,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,5407
20597480000127,FUNDO MUNICIPAL DE SAUDE DE UNAI,5407
14409743000124,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,742
09230081000190,FUNDO MUNICIPAL DE SAUDE,742
15740993000105,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FAS,744
14369724000111,FUNDO MUNICIPAL DE SAUDE DE URUANA DE MINAS,744
14027380000162,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,5409
13051030000179,FUNDO MUNICIPAL DE SAUDE DE URUCANIA,5409
14856027000195,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE URUCUIA/MG,2699
11472045000185,FUNDO MUNICIPAL DE SAUDE DE URUCUIA,2699
18239892000143,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE VARGEM ALEGRE,746
13334072000117,FUNDO MUNICIPAL DE SAUDE DE VARGEM ALEGRE,746
13517197000182,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,5411
13609666000193,FUNDO MUNICIPAL DE SAUDE,5411
19443091000168,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS,748
20826697000161,FUNDO MUNICIPAL DE SAUDE - FMS,748
14993868000144,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,5413
11234223000130,FUNDO MUNICIPAL DE SAUDE,5413
13769133000179,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS,750
11920340000157,FUNDO MUNICIPAL DE SAUDE,750
14797362000160,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,5415
11491247000174,FUNDO MUNICIPAL DE SAUDE,5415
18441504000102,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,5417
11196500000167,FUNDO MUNICIPAL DE SAUDE,5417
14188323000165,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE VAZANTE,5419
13199188000190,FUNDO MUNICIPAL DE SAUDE DE VAZANTE,5419
18207907000191,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE VERDELANDIA,752
13210353000168,FUNDO MUNICIPAL DE SAUDE DE VERDELANDIA,752
13700365000170,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,754
11359532000136,FUNDO MUNICIPAL DE SAUDE,754
14780748000169,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,5423
13765401000184,FUNDO MUNICIPAL DE SAUDE,5423
13653846000172,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE VERMELHO NOVO,756
14275692000195,FUNDO MUNICIPAL DE SAUDE DE VERMELHO NOVO,756
14111070000121,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE VESPASIANO,5425
13440895000127,FUNDO MUNICIPAL DE SAUDE,5425
15220459000178,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,5427
12457838000198,FUNDO MUNICIPAL DE SAUDE,5427
20231542000182,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE VIEIRAS,5429
12127000000136,FUNDO MUNICIPAL DE SAUDE DE VIEIRAS,5429
14946300000172,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE VIRGEM DA LAPA,5433
11501565000179,FUNDO MUNICIPAL DE SAUDE DE VIRGEM DA LAPA,5433
14790807000180,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,5435
15238149000180,FUNDO MUNICIPAL DE SAUDE,5435
14512747000133,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE VIRGINOPOLIS,5437
11648919000102,FUNDO MUNICIPAL DE SAUDE,5437
18207355000111,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE VIRGOLANDIA,5439
14620241000148,FUNDO MUNICIPAL DE SAUDE DE VIRGOLANDIA,5439
17859867000108,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS,5441
15826980000153,FUNDO MUNICIPAL DE SAUDE,5441
15054148000186,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE VOLTA GRANDE,5443
14038148000120,FUNDO MUNICIPAL DE SAUDE DE VOLTA GRANDE,5443
27370109000177,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE WENCESLAU BRAZ,5421
11675445000198,FUNDO MUNICIPAL DE SAUDE,5421
15452981000185,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE AGUA CLARA - MS,9003
11443806000170,FUNDO MUNICIPAL DE SAUDE DE AGUA CLARA-MS,9003
14795093000100,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE ALCINOPOLIS,141
11955273000106,FUNDO MUNICIPAL DE SAUDE DE ALCINOPOLIS,141
13971788000125,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE AMAMBAI,9011
13823697000142,FUNDO MUNICIPAL DE SAUDE DE AMAMBAI,9011
15167809000180,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS DE ANASTACIO,9013
11332999000192,FUNDO MUNICIPAL DE SAUDE - FMS DO MUNICIPIO DE ANASTACIO,9013
13706085000170,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE ANAURILANDIA,9015
11444651000197,FUNDO MUNICIPAL DE SAUDE DE ANAURILANDIA,9015
14760315000141,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE ANGELICA,9169
11343940000108,FUNDO MUNICIPAL DE SAUDE,9169
13627563000156,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9017
11208632000161,FUNDO MUNICIPAL DE SAUDE DE ANTONIO JOAO - MS,9017
14779187000188,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE APARECIDA DO TABOADO - FMAS/AT,9019
11291694000180,FUNDO MUNICIPAL DE SAUDE,9019
04589937000103,FUNDO MUNICIPAL DE ACAO SOCIAL DE AQUIDAUANA,9021
04589955000187,FUNDO MUNICIPAL DE SAUDE DE AQUIDAUANA,9021
13865192000140,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE ARAL MOREIRA,9171
13865216000161,FUNDO MUNICIPAL DE SAUDE DE ARAL MOREIRA,9171
14768218000103,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE BANDEIRANTES - MS,9029
18229151000181,FUNDO MUNICIPAL DE SAUDE DE BANDEIRANTES MS,9029
14761260000194,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE BATAGUASSU,9037
10836939000144,FUNDO MUNICIPAL DE SAUDE,9037
15166802000143,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS,9039
15337701000198,FUNDO MUNICIPAL DE SAUDE DE BATAYPORA-MS,9039
15316822000153,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE BELA VISTA - (FMAS),9041
12457020000175,FUNDO MUNICIPAL DE SAUDE DE BELA VISTA - MS,9041
13400564000163,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9801
11094233000117,FUNDO MUNICIPAL DE SAUDE DE BODOQUENA,9801
13736496000108,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9043
11803371000128,FUNDO MUNICIPAL DE SAUDE,9043
15283041000100,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9045
10411736000106,FUNDO MUNICIPAL DE SAUDE,9045
14787874000145,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CAARAPO-MS,9055
97536097000193,FUNDO MUNICIPAL DE SAUDE DE CAARAPO,9055
13846690000146,FUNDO DE ASSISTENCIA SOCIAL,9049
13846658000160,FUNDO MUNICIPAL DE SAUDE,9049
15232593000199,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9051
11228564000100,FUNDO MUNICIPAL DE SAUDE,9051
15615736000141,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9053
11812857000122,FUNDO MUNICIPAL DE SAUDE FMS CARACOL MS,9053
15361282000120,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CASSILANDIA - MS,9057
14540893000172,FUNDO MUNICIPAL DE SAUDE DE CASSILANDIA-MS,9057
13600190000120,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CHAPADAO DO SUL,9787
14004655000142,FUNDO MUNICIPAL DE SAUDE DE CHAPADAO DO SUL-MS,9787
14017044000139,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CORGUINHO,9061
14016980000125,FUNDO MUNICIPAL DE SAUDE DE CORGUINHO,9061
13878804000130,FUNDO MUNICIPAL DE ASSITENCIA SOCIAL DE CORONEL SAPUCAIA,9997
13022375000102,FUNDO MUNICIPAL DE SAUDE DE CORONEL SAPUCAIA,9997
97535250000168,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9063
05443851000122,FUNDO MUNICIPAL DE SAUDE,9063
15404969000103,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE COSTA RICA MS,9803
13996218000190,FUNDO MUNICIPAL DE SAUDE DE COSTA RICA-MS,9803
15375426000105,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE COXIM,9065
11970135000104,FUNDO MUNICIPAL DE SAUDE DE COXIM-MS,9065
15821785000130,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE DEODAPOLIS-MS,9175
12270817000169,FUNDO MUNICIPAL DE SAUDE DE DEODAPOLIS-MS,9175
14772995000113,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE DOIS IRMAOS DO BURITI MS,9793
11394413000114,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE DOIS IRMAOS DO BURITI,9793
15469193000100,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9805
15309267000132,FUNDO MUNICIPAL DE SAUDE,9805
03916902000160,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9073
13896863000130,FUNDO MUNICIPAL DE SAUDE DE DOURADOS,9073
14875600000108,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9173
11109890000190,FUNDO MUNICIPAL DE SAUDE,9173
14860147000166,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS,9075
11968869000140,FUNDO MUNICIPAL DE SAUDE DE FATIMA DO SUL,9075
13699425000182,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,1178
13893544000171,FUNDO MUNICIPAL DE SAUDE DE FIGUEIRAO,1178
14766199000178,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL E CIDADANIA,9079
11334680000104,FUNDO MUNICIPAL DE SAUDE,9079
15613526000114,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9081
11417787000108,FUNDO MUNICIPAL DE SAUDE,9081
97530483000178,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE IGUATEMI,9085
11169389000110,FUNDO MUNICIPAL DE SAUDE DE IGUATEMI,9085
01236298000104,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE INOCENCIA MS,9087
11095923000190,FUNDO MUNICIPAL DE SAUDE,9087
15453014000138,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9089
11749846000145,FUNDO MUNICIPAL DE SAUDE DE ITAPORA,9089
13510236000110,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS,9807
11867105000169,FUNDO MUNICIPAL DE SAUDE,9807
13499440000187,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9093
11112312000103,FUNDO MUNICIPAL DE SAUDE DE IVINHEMA,9093
13563046000160,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,161
11179976000190,FUNDO MUNICIPAL DE SAUDE,161
14110024000108,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9097
12021434000157,FUNDO MUNICIPAL DE SAUDE DE JARAGUARI,9097
15258655000131,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9099
11891451000182,FUNDO MUNICIPAL DE SAUDE,9099
14799876000154,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL-F-MAS,9101
11913745000168,FUNDO MUNICIPAL DE SAUDE DE JATEI,9101
14816868000179,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS,9923
10566814000141,FUNDO MUNICIPAL DE SAUDE - FMS,9923
15351080000105,FUNDO MUNICIPAL DA ASSISTENCIA SOCIAL,9103
15363895000104,FUNDO MUNICIPAL DE SAUDE,9103
14777630000181,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,163
10570099000110,FUNDO MUNICIPAL DE SAUDE DE LAGUNA CARAPA,163
01740441000192,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9107
00282872000190,FUNDO MUNICIPAL DE SAUDE,9107
15315868000158,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9111
13140956000130,FUNDO MUNICIPAL DE SAUDE,9111
14381921000156,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9179
11306864000152,FUNDO MUNICIPAL DE SAUDE,9179
13629987000150,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9113
11221619000142,FUNDO MUNICIPAL DE SAUDE,9113
14792663000109,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE NIOAQUE MS,9115
11352312000180,FUNDO MUNICIPAL DE SAUDE DE NIOAQUE,9115
37565199000105,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS,143
10474017000134,FUNDO MUNICIPAL DE SAUDE DE NOVA ALVORADA DO SUL,143
14848093000113,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9123
10711980000194,FUNDO MUNICIPAL DE SAUDE DE NOVA ANDRADINA,9123
14783346000118,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE NOVO HORIZONTE DO SUL,159
11334651000134,FUNDO MUNICIPAL DE SAUDE DE NOVO HORIZONTE DO SUL,159
17518526000160,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE PARAISO DAS AGUAS - MS,1196
17518565000168,FUNDO MUNICIPAL DE SAUDE DE PARAISO DAS AGUAS - MS,1196
14795993000140,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9125
11353020000162,FUNDO MUNICIPAL DE SAUDE DE PARANAIBA,9125
15834564000105,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE PARANHOS,9739
11864713000110,FUNDO MUNICIPAL DE SAUDE DE PARANHOS,9739
15452783000111,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE PEDRO GOMES - MS,9127
10693916000128,FUNDO MUNICIPAL DE SAUDE - FMS,9127
14788679000130,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9131
11084263000142,FUNDO MUNICIPAL DE SAUDE,9131
14747751000180,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9137
11160486000141,FUNDO MUNICIPAL DE SAUDE,9137
14803097000185,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE RIBAS DO RIO PARDO,9141
17701982000141,FUNDO MUNICIPAL DE SAUDE DE RIBAS DO RIO PARDO,9141
15536539000137,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9143
12237028000126,FUNDO MUNICIPAL DE SAUDE - RIO BRILHANTE MS,9143
13525049000100,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS,9145
12144238000170,FUNDO MUNICIPAL DE SAUDE DE RIO NEGRO MS,9145
15292421000100,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE RIO VERDE DE MATO GROSSO,9147
16656280000120,FUNDO MUNICIPAL DE SAUDE,9147
15177731000184,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS,9149
13559485000108,FUNDO MUNICIPAL DE SAUDE,9149
14004002000163,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE SANTA RITA DO PARDO-MS,9745
12022274000160,FUNDO MUNICIPAL DE SAUDE-FMS,9745
13766791000107,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS,9809
13659627000109,FUNDO MUNICIPAL DE SAUDE DE SAO GABRIEL DO OESTE,9809
14982514000102,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE SELVIRIA,9811
10530745000116,FUNDO MUNICIPAL DE SAUDE,9811
14791725000150,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS,9813
11404044000101,FUNDO MUNICIPAL DE SAUDE,9813
14789276000105,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS - SIDROLANDIA,9157
09290533000120,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE SIDROLANDIA-MS,9157
14781187000112,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS,9757
10381732000122,FUNDO MUNICIPAL DE SAUDE,9757
15522533000100,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DO MUNICIPIO DE TACURU,9815
11195874000168,FUNDO MUNICIPAL DE SAUDE DE TACURU-MS,9815
13504268000102,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9817
11330525000101,FUNDO MUNICIPAL DE SAUDE,9817
15481320000188,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9159
11161074000126,FUNDO MUNICIPAL DE SAUDE,9159
13790575000105,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE TRES LAGOAS-MS,9165
13034603000156,FUNDO MUNICIPAL DE SAUDE DE TRES LAGOAS-MS,9165
14787807000120,FUNDO MUNICIPAL ASSISTENCIA SOCIAL DE VICENTINA,9187
12459740000170,FUNDO MUNICIPAL DE SAUDE DE VICENTINA MS,9187
01300974000153,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9001
14553312000137,FUNDO MUNICIPAL DE SAUDE DE ACORIZAL,9001
13642059000125,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL-FMAS,9191
11802719000162,FUNDO MUNICIPAL DE SAUDE,9191
02237736000103,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL F M A S,8987
11241006000177,FUNDO MUNICIPAL DE SAUDE,8987
15534675000198,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9005
12545842000108,FUNDO MUNICIPAL DE SAUDE,9005
13453723000198,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS,127
11747427000174,FUNDO MUNICIPAL DE SAUDE DE ALTO BOA VISTA,127
15618153000174,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE ALTO GARCAS,9007
15196951000155,FUNDO MUNICIPAL DE SAUDE DE ALTO GARCAS,9007
19478947000130,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE ALTO PARAGUAI - F M A S,9009
11762431000101,FUNDO MUNICIPAL DE SAUDE,9009
15710477000138,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9911
12096224000128,FUNDO MUNICIPAL DE SAUDE DE ALTO TAQUARI,9911
15386988000146,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9773
11273341000157,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE APIACAS,9773
19438187000138,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE ARAGUAIANA,9869
14378410000185,FUNDO MUNICIPAL DE SAUDE DE ARAGUAIANA,9869
13973452000100,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS,9023
11107897000173,FUNDO MUNICIPAL DE SAUDE,9023
14790699000145,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,8989
14272559000185,FUNDO MUNICIPAL DE SAUDE DE ARAPUTANGA,8989
16920640000150,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - ARENAPOLIS MT,9025
11344687000107,FUNDO MUNICIPAL DE SAUDE,9025
13553661000196,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE ARIPUANA,9027
13868636000100,FUNDO MUNICIPAL DE SAUDE DE ARIPUANA,9027
14583737000199,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE BARAO DE MELGACO,9031
13945166000122,FUNDO MUNICIPAL DE SAUDE DE BARAO DE MELGACO,9031
15231068000159,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9033
11228118000198,FUNDO MUNICIPAL DE SAUDE DE BARRA DO BUGRES,9033
01593401000165,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9035
11930883000155,FUNDO MUNICIPAL DE SAUDE DE BARRA DO GARCAS,9035
14770161000179,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,1078
13817332000105,FUNDO MUNICIPAL DE SAUDE DE BOM JESUS DO ARAGUAIA,1078
01705028000197,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS,9873
14018343000198,FUNDO MUNICIPAL DE SAUDE,9873
14858701000170,FUNDO MUINICIPAL DE ASSISTENCIA SOCIAL,9047
11394626000146,FUNDO MUNICIPAL DE SAUDE,9047
13233421000104,FMAS - FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9863
14492863000138,FUNDO MUNICIPAL DE SAUDE DE CAMPINAPOLIS,9863
19641938000119,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CAMPO NOVO DO PARECIS,9777
14476859000186,FUNDO MUNICIPAL DE SAUDE DE CAMPO NOVO DO PARECIS/MT,9777
18926742000108,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9779
97519225000190,FUNDO MUNICIPAL DE SAUDE DE CAMPO VERDE,9779
14773406000111,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CAMPOS DE JULIO,1032
11381070000153,FUNDO MUNICIPAL DE SAUDE DE CAMPOS DE JULIO,1032
18885733000116,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CANABRAVA DO NORTE,129
14117983000155,FUNDO MUNICIPAL DE SAUDE DE CANABRAVA DO NORTE,129
14885194000164,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CANARANA - FMAS,9193
13978186000108,FUNDO MUNICIPAL DE SAUDE DE CANARANA,9193
13633253000144,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DO MUNICIPIO DE CARLINDA,1034
12095491000180,FUNDO MUNICIPAL DE SAUDE DE CARLINDA - MT,1034
13995523000167,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9783
13995526000109,FUNDO MUNICIPAL DE SAUDE,9783
17265524000107,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9059
11730899000114,FUNDO MUNICIPAL DE SAUDE - CHAPADA DOS GUIMARAES,9059
13687568000174,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL CLAUDIA,9789
13665242000146,FUNDO MUNICIPAL DE SAUDE DE CLAUDIA-MT,9789
14081489000188,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9865
13915490000106,FUNDO MUNICIPAL DE SAUDE,9865
13586158000137,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DO MUNICIPIO DE COLIDER,8979
13861260000101,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE COLIDER,8979
18136751000103,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE COLNIZA - MT,1080
14089404000108,FUNDO MUNICIPAL DE SAUDE DE COLNIZA - MT,1080
14864264000106,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE COMODORO,9883
13925505000109,FUNDO MUNICIPAL DE SAUDE DE COMODORO,9883
18354051000187,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CONFRESA,131
13963182000148,FUNDO MUNICIPAL DE SAUDE DE CONFRESA,131
14878519000181,FUNDO MUNICIPAL DE ACAO SOCIAL,1082
13891305000182,FUNDO MUNICIPAL DE SAUDE,1082
13964502000184,FUNDO MUNICIPAL DE SAUDE DE COTRIGUACU,89
01105438000105,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9067
12063872000188,FUNDO MUNICIPAL UNICO DE SAUDE DE CUIABA,9067
14878496000105,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,1084
11708596000103,FUNDO MUNICIPAL DE SAUDE,1084
15624156000110,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS,9833
13749397000160,FUNDO MUNICIPAL DE SAUDE DE DENISE-MT,9833
21609021000189,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9069
11939906000192,FUNDO MUNICIPAL DE SAUDE,9069
12203497000124,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9071
11676981000108,FUNDO MUNICIPAL DE SAUDE,9071
18121014000129,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,1036
12941827000189,FUNDO MUNICIPAL DE SAUDE,1036
19428419000177,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9881
11413204000170,FUNDO MUNICIPAL DE SAUDE,9881
14755632000170,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE GAUCHA DO NORTE,1038
14063286000169,FUNDO MUNICIPAL DE SAUDE DE GAUCHA DO NORTE,1038
18157777000120,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9077
13968133000106,FUNDO MUNICIPAL DE SAUDE,9077
14119783000131,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS,135
14320209000147,FUNDO MUNICIPAL DE SAUDE,135
18102275000100,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9887
13817611000179,FUNDO MUNICIPAL DE SAUDE - GUARANTA DO NORTE,9887
14795809000161,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,9083
11402238000160,FUNDO MUNICIPAL DE SAUDE,9083
14744074000147,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE INDIAVAI,9877
